,date,ap_daily,ap1,ap2,ap3,ap4,ap5,ap6,ap7,ap8,ap9,ap10,ap11,ap12,ap13,ap14,ap15,ap16,ap17,ap18,ap19,ap20,ap21,ap22,ap23,ap24,ap25,ap26,ap27
194,1950-07-14,11.063,22,48,80,32,94,22,56,18,18,15,18,39,27,15,48,39,12,15,6,7,6,18,9,7,9,12,18
195,1950-07-15,10.063,18,15,18,39,27,15,48,39,12,15,6,7,6,18,9,7,9,12,18,15,12,12,6,9,9,12,9
196,1950-07-16,9.052,12,15,6,7,6,18,9,7,9,12,18,15,12,12,6,9,9,12,9,7,12,9,27,5,4,4,6
197,1950-07-17,7.031,9,12,18,15,12,12,6,9,9,12,9,7,12,9,27,5,4,4,6,12,3,12,6,5,5,7,5
198,1950-07-18,5.021,9,12,9,7,12,9,27,5,4,4,6,12,3,12,6,5,5,7,5,7,4,5,5,7,6,3,4
199,1950-07-19,4.021,4,4,6,12,3,12,6,5,5,7,5,7,4,5,5,7,6,3,4,6,3,2,3,7,7,3,5
200,1950-07-20,6.031,5,7,5,7,4,5,5,7,6,3,4,6,3,2,3,7,7,3,5,6,9,4,6,5,4,9,6
201,1950-07-21,9.052,6,3,4,6,3,2,3,7,7,3,5,6,9,4,6,5,4,9,6,6,3,3,9,15,7,15,15
202,1950-07-22,10.063,7,3,5,6,9,4,6,5,4,9,6,6,3,3,9,15,7,15,15,15,15,9,18,7,5,6,4
203,1950-07-23,3.0,4,9,6,6,3,3,9,15,7,15,15,15,15,9,18,7,5,6,4,4,4,4,2,2,2,2,2
204,1950-07-24,33.136,7,15,15,15,15,9,18,7,5,6,4,4,4,4,2,2,2,2,2,15,48,27,56,7,15,48,48
205,1950-07-25,40.146,5,6,4,4,4,4,2,2,2,2,2,15,48,27,56,7,15,48,48,80,94,56,22,32,15,12,7
206,1950-07-26,5.021,2,2,2,15,48,27,56,7,15,48,48,80,94,56,22,32,15,12,7,3,3,4,4,6,5,7,7
207,1950-07-27,9.052,15,48,48,80,94,56,22,32,15,12,7,3,3,4,4,6,5,7,7,3,4,6,12,27,6,6,6
208,1950-07-28,10.052,15,12,7,3,3,4,4,6,5,7,7,3,4,6,12,27,6,6,6,27,18,5,3,4,5,4,12
209,1950-07-29,10.052,5,7,7,3,4,6,12,27,6,6,6,27,18,5,3,4,5,4,12,12,7,5,9,7,9,15,12
210,1950-07-30,11.063,6,6,6,27,18,5,3,4,5,4,12,12,7,5,9,7,9,15,12,12,12,3,18,18,7,12,6
211,1950-07-31,13.073,5,4,12,12,7,5,9,7,9,15,12,12,12,3,18,18,7,12,6,12,18,5,6,7,18,18,18
212,1950-08-01,18.105,9,15,12,12,12,3,18,18,7,12,6,12,18,5,6,7,18,18,18,22,12,15,12,22,22,22,15
213,1950-08-02,20.105,7,12,6,12,18,5,6,7,18,18,18,22,12,15,12,22,22,22,15,18,15,15,12,22,12,48,22
214,1950-08-03,21.115,18,18,18,22,12,15,12,22,22,22,15,18,15,15,12,22,12,48,22,39,18,18,27,22,22,12,12
215,1950-08-04,9.052,22,22,15,18,15,15,12,22,12,48,22,39,18,18,27,22,22,12,12,12,12,7,9,9,9,7,7
216,1950-08-05,6.031,12,48,22,39,18,18,27,22,22,12,12,12,12,7,9,9,9,7,7,4,5,4,3,6,6,9,12
217,1950-08-06,11.063,22,12,12,12,12,7,9,9,9,7,7,4,5,4,3,6,6,9,12,22,7,3,5,7,9,18,18
218,1950-08-07,42.157,9,7,7,4,5,4,3,6,6,9,12,22,7,3,5,7,9,18,18,18,18,7,22,18,27,48,79
219,1950-08-08,71.187,6,9,12,22,7,3,5,7,9,18,18,18,18,7,22,18,27,48,79,79,94,79,48,18,12,12,27
220,1950-08-09,38.146,9,18,18,18,18,7,22,18,27,48,79,79,94,79,48,18,12,12,27,27,39,39,32,39,39,32,56
221,1950-08-10,42.157,27,48,79,79,94,79,48,18,12,12,27,27,39,39,32,39,39,32,56,27,32,15,18,48,56,94,48
222,1950-08-11,29.136,12,12,27,27,39,39,32,39,39,32,56,27,32,15,18,48,56,94,48,32,27,27,39,27,27,22,32
223,1950-08-12,29.136,39,32,56,27,32,15,18,48,56,94,48,32,27,27,39,27,27,22,32,32,48,48,32,18,27,15,12
224,1950-08-13,13.073,56,94,48,32,27,27,39,27,27,22,32,32,48,48,32,18,27,15,12,7,18,15,22,9,9,12,12
225,1950-08-14,23.115,27,22,32,32,48,48,32,18,27,15,12,7,18,15,22,9,9,12,12,12,18,15,27,56,15,12,27
226,1950-08-15,12.073,27,15,12,7,18,15,22,9,9,12,12,12,18,15,27,56,15,12,27,22,22,22,7,7,7,9,4
227,1950-08-16,5.021,9,12,12,12,18,15,27,56,15,12,27,22,22,22,7,7,7,9,4,12,7,6,3,4,2,3,6
228,1950-08-17,3.01,15,12,27,22,22,22,7,7,7,9,4,12,7,6,3,4,2,3,6,7,3,2,2,4,2,3,4
229,1950-08-18,14.084,7,9,4,12,7,6,3,4,2,3,6,7,3,2,2,4,2,3,4,7,7,5,5,7,18,27,39
230,1950-08-19,36.198,2,3,6,7,3,2,2,4,2,3,4,7,7,5,5,7,18,27,39,67,32,67,94,7,36,79,7
231,1950-08-20,8.198,2,3,4,7,7,5,5,7,18,27,39,67,32,67,94,7,36,79,7,36,7,79,79,27,18,9,7
232,1950-08-21,19.105,18,27,39,67,32,67,94,7,36,79,7,36,7,79,79,27,18,9,7,12,5,56,27,15,18,15,5
233,1950-08-22,6.031,36,79,7,36,7,79,79,27,18,9,7,12,5,56,27,15,18,15,5,6,5,7,7,6,9,9,3
234,1950-08-23,8.042,18,9,7,12,5,56,27,15,18,15,5,6,5,7,7,6,9,9,3,7,3,5,18,6,6,5,12
235,1950-08-24,5.021,18,15,5,6,5,7,7,6,9,9,3,7,3,5,18,6,6,5,12,4,0,3,9,4,3,3,12
236,1950-08-25,5.021,9,9,3,7,3,5,18,6,6,5,12,4,0,3,9,4,3,3,12,12,6,3,5,5,3,2,3
237,1950-08-26,2.0,6,5,12,4,0,3,9,4,3,3,12,12,6,3,5,5,3,2,3,2,2,3,3,2,2,2,4
238,1950-08-27,6.031,3,3,12,12,6,3,5,5,3,2,3,2,2,3,3,2,2,2,4,9,3,3,4,5,6,6,9
239,1950-08-28,19.105,3,2,3,2,2,3,3,2,2,2,4,9,3,3,4,5,6,6,9,12,9,7,22,15,32,22,32
240,1950-08-29,21.115,2,2,4,9,3,3,4,5,6,6,9,12,9,7,22,15,32,22,32,18,39,18,12,32,18,15,18
241,1950-08-30,15.094,6,6,9,12,9,7,22,15,32,22,32,18,39,18,12,32,18,15,18,32,22,18,5,6,15,18,5
242,1950-08-31,8.042,32,22,32,18,39,18,12,32,18,15,18,32,22,18,5,6,15,18,5,4,6,15,6,9,15,4,5
243,1950-09-01,5.021,18,15,18,32,22,18,5,6,15,18,5,4,6,15,6,9,15,4,5,4,5,5,5,6,5,3,7
244,1950-09-02,5.021,15,18,5,4,6,15,6,9,15,4,5,4,5,5,5,6,5,3,7,6,7,4,2,4,3,9,6
245,1950-09-03,56.167,15,4,5,4,5,5,5,6,5,3,7,6,7,4,2,4,3,9,6,7,27,39,39,56,67,80,32
246,1950-09-04,42.157,5,3,7,6,7,4,2,4,3,9,6,7,27,39,39,56,67,80,32,80,27,56,39,22,27,39,48
247,1950-09-05,64.177,3,9,6,7,27,39,39,56,67,80,32,80,27,56,39,22,27,39,48,80,56,80,94,39,48,56,56
248,1950-09-06,46.157,67,80,32,80,27,56,39,22,27,39,48,80,56,80,94,39,48,56,56,56,67,56,67,48,27,22,27
249,1950-09-07,20.105,27,39,48,80,56,80,94,39,48,56,56,56,67,56,67,48,27,22,27,18,15,27,27,27,15,15,15
250,1950-09-08,41.157,48,56,56,56,67,56,67,48,27,22,27,18,15,27,27,27,15,15,15,9,32,56,56,22,39,67,48
251,1950-09-09,17.094,27,22,27,18,15,27,27,27,15,15,15,9,32,56,56,22,39,67,48,48,18,18,12,5,6,15,12
252,1950-09-10,22.115,15,15,15,9,32,56,56,22,39,67,48,48,18,18,12,5,6,15,12,48,15,4,6,18,32,32,18
253,1950-09-11,21.115,39,67,48,48,18,18,12,5,6,15,12,48,15,4,6,18,32,32,18,32,56,22,15,4,5,15,22
254,1950-09-12,11.063,6,15,12,48,15,4,6,18,32,32,18,32,56,22,15,4,5,15,22,18,5,18,18,18,4,3,5
255,1950-09-13,13.084,32,32,18,32,56,22,15,4,5,15,22,18,5,18,18,18,4,3,5,7,9,6,6,5,15,39,18
256,1950-09-14,4.01,5,15,22,18,5,18,18,18,4,3,5,7,9,6,6,5,15,39,18,5,5,4,4,3,4,3,5
257,1950-09-15,3.01,4,3,5,7,9,6,6,5,15,39,18,5,5,4,4,3,4,3,5,2,0,3,4,4,5,2,3
258,1950-09-16,20.105,15,39,18,5,5,4,4,3,4,3,5,2,0,3,4,4,5,2,3,9,5,6,22,22,56,22,15
259,1950-09-17,21.115,4,3,5,2,0,3,4,4,5,2,3,9,5,6,22,22,56,22,15,7,18,22,15,15,32,27,32
260,1950-09-18,27.126,5,2,3,9,5,6,22,22,56,22,15,7,18,22,15,15,32,27,32,39,27,39,27,27,15,12,27
261,1950-09-19,28.126,56,22,15,7,18,22,15,15,32,27,32,39,27,39,27,27,15,12,27,32,12,18,48,39,7,15,56
262,1950-09-20,38.146,32,27,32,39,27,39,27,27,15,12,27,32,12,18,48,39,7,15,56,67,48,27,39,27,39,39,18
263,1950-09-21,9.052,15,12,27,32,12,18,48,39,7,15,56,67,48,27,39,27,39,39,18,22,22,7,6,3,3,9,3
264,1950-09-22,4.01,7,15,56,67,48,27,39,27,39,39,18,22,22,7,6,3,3,9,3,2,5,2,3,4,6,6,3
265,1950-09-23,27.126,39,39,18,22,22,7,6,3,3,9,3,2,5,2,3,4,6,6,3,4,5,12,39,27,32,48,48
266,1950-09-24,40.157,3,9,3,2,5,2,3,4,6,6,3,4,5,12,39,27,32,48,48,56,15,6,15,32,48,56,94
267,1950-09-25,36.146,6,6,3,4,5,12,39,27,32,48,48,56,15,6,15,32,48,56,94,32,27,39,22,22,67,27,56
268,1950-09-26,17.094,32,48,48,56,15,6,15,32,48,56,94,32,27,39,22,22,67,27,56,18,9,9,7,7,15,48,22
269,1950-09-27,11.063,48,56,94,32,27,39,22,22,67,27,56,18,9,9,7,7,15,48,22,15,12,15,18,6,6,9,6
270,1950-09-28,7.031,67,27,56,18,9,9,7,7,15,48,22,15,12,15,18,6,6,9,6,3,5,9,12,7,5,6,7
271,1950-09-29,3.01,15,48,22,15,12,15,18,6,6,9,6,3,5,9,12,7,5,6,7,3,2,4,2,2,3,4,4
272,1950-09-30,12.073,6,9,6,3,5,9,12,7,5,6,7,3,2,4,2,2,3,4,4,4,5,5,7,3,15,32,22
273,1950-10-01,58.177,5,6,7,3,2,4,2,2,3,4,4,4,5,5,7,3,15,32,22,39,56,94,67,94,39,27,48
274,1950-10-02,79.187,3,4,4,4,5,5,7,3,15,32,22,39,56,94,67,94,39,27,48,27,80,80,11,67,94,94,80
275,1950-10-03,52.167,15,32,22,39,56,94,67,94,39,27,48,27,80,80,11,67,94,94,80,56,67,48,39,32,39,11,22
276,1950-10-04,50.167,39,27,48,27,80,80,11,67,94,94,80,56,67,48,39,32,39,11,22,56,48,56,39,39,67,80,15
277,1950-10-05,37.146,94,94,80,56,67,48,39,32,39,11,22,56,48,56,39,39,67,80,15,27,39,48,32,27,39,39,48
278,1950-10-06,24.126,39,11,22,56,48,56,39,39,67,80,15,27,39,48,32,27,39,39,48,22,15,32,39,6,27,18,32
279,1950-10-07,34.136,67,80,15,27,39,48,32,27,39,39,48,22,15,32,39,6,27,18,32,48,32,32,22,32,48,32,27
280,1950-10-08,12.073,39,39,48,22,15,32,39,6,27,18,32,48,32,32,22,32,48,32,27,27,15,12,9,12,15,3,2
281,1950-10-09,11.063,27,18,32,48,32,32,22,32,48,32,27,27,15,12,9,12,15,3,2,15,12,9,32,5,5,5,5
282,1950-10-10,5.021,48,32,27,27,15,12,9,12,15,3,2,15,12,9,32,5,5,5,5,9,5,2,4,3,5,4,7
283,1950-10-11,6.021,15,3,2,15,12,9,32,5,5,5,5,9,5,2,4,3,5,4,7,5,4,5,2,2,12,9,5
284,1950-10-12,14.084,5,5,5,9,5,2,4,3,5,4,7,5,4,5,2,2,12,9,5,18,39,9,9,5,7,15,12
285,1950-10-13,11.063,5,4,7,5,4,5,2,2,12,9,5,18,39,9,9,5,7,15,12,15,18,12,6,6,5,15,12
286,1950-10-14,44.157,12,9,5,18,39,9,9,5,7,15,12,15,18,12,6,6,5,15,12,48,39,22,39,56,80,32,39
287,1950-10-15,25.126,7,15,12,15,18,12,6,6,5,15,12,48,39,22,39,56,80,32,39,80,48,18,7,6,18,9,15
288,1950-10-16,44.157,5,15,12,48,39,22,39,56,80,32,39,80,48,18,7,6,18,9,15,27,22,48,67,80,56,32,22
289,1950-10-17,26.126,80,32,39,80,48,18,7,6,18,9,15,27,22,48,67,80,56,32,22,22,18,39,22,27,39,22,18
290,1950-10-18,14.084,18,9,15,27,22,48,67,80,56,32,22,22,18,39,22,27,39,22,18,9,15,27,32,6,12,6,6
291,1950-10-19,4.021,56,32,22,22,18,39,22,27,39,22,18,9,15,27,32,6,12,6,6,6,6,6,5,3,0,3,6
292,1950-10-20,6.031,39,22,18,9,15,27,32,6,12,6,6,6,6,6,5,3,0,3,6,4,2,5,7,4,4,12,9
293,1950-10-21,4.01,12,6,6,6,6,6,5,3,0,3,6,4,2,5,7,4,4,12,9,4,2,2,4,4,4,7,3
294,1950-10-22,11.063,0,3,6,4,2,5,7,4,4,12,9,4,2,2,4,4,4,7,3,0,4,3,6,12,27,18,18
295,1950-10-23,16.094,4,12,9,4,2,2,4,4,4,7,3,0,4,3,6,12,27,18,18,27,18,9,18,9,9,12,27
296,1950-10-24,9.052,4,7,3,0,4,3,6,12,27,18,18,27,18,9,18,9,9,12,27,18,9,12,12,6,6,4,6
297,1950-10-25,6.031,27,18,18,27,18,9,18,9,9,12,27,18,9,12,12,6,6,4,6,6,5,0,4,4,3,5,18
298,1950-10-26,6.031,9,12,27,18,9,12,12,6,6,4,6,6,5,0,4,4,3,5,18,7,7,7,7,4,3,9,6
299,1950-10-27,4.01,6,4,6,6,5,0,4,4,3,5,18,7,7,7,7,4,3,9,6,4,2,5,5,3,3,5,5
300,1950-10-28,90.187,3,5,18,7,7,7,7,4,3,9,6,4,2,5,5,3,3,5,5,22,48,80,32,94,80,54,11
301,1950-10-29,62.177,3,9,6,4,2,5,5,3,3,5,5,22,48,80,32,94,80,54,11,80,48,67,48,56,80,39,80
302,1950-10-30,51.167,3,5,5,22,48,80,32,94,80,54,11,80,48,67,48,56,80,39,80,67,67,32,27,39,56,56,67
303,1950-10-31,51.167,80,54,11,80,48,67,48,56,80,39,80,67,67,32,27,39,56,56,67,56,48,39,56,67,39,56,48
304,1950-11-01,50.167,80,39,80,67,67,32,27,39,56,56,67,56,48,39,56,67,39,56,48,27,39,48,67,80,56,67,15
305,1950-11-02,17.094,56,56,67,56,48,39,56,67,39,56,48,27,39,48,67,80,56,67,15,22,12,32,18,18,27,4,3
306,1950-11-03,10.063,39,56,48,27,39,48,67,80,56,67,15,22,12,32,18,18,27,4,3,12,18,15,12,5,5,6,6
307,1950-11-04,44.157,56,67,15,22,12,32,18,18,27,4,3,12,18,15,12,5,5,6,6,12,39,94,56,48,80,18,9
308,1950-11-05,13.073,27,4,3,12,18,15,12,5,5,6,6,12,39,94,56,48,80,18,9,18,12,12,18,12,7,7,18
309,1950-11-06,5.021,5,6,6,12,39,94,56,48,80,18,9,18,12,12,18,12,7,7,18,7,4,7,5,4,4,3,3
310,1950-11-07,2.0,80,18,9,18,12,12,18,12,7,7,18,7,4,7,5,4,4,3,3,3,2,3,2,0,2,3,4
311,1950-11-08,8.042,7,7,18,7,4,7,5,4,4,3,3,3,2,3,2,0,2,3,4,15,18,2,7,6,7,6,5
312,1950-11-09,6.021,4,3,3,3,2,3,2,0,2,3,4,15,18,2,7,6,7,6,5,4,12,5,2,0,6,9,6
313,1950-11-10,40.146,2,3,4,15,18,2,7,6,7,6,5,4,12,5,2,0,6,9,6,18,27,94,48,56,39,27,9
314,1950-11-11,17.094,7,6,5,4,12,5,2,0,6,9,6,18,27,94,48,56,39,27,9,22,22,27,6,15,18,12,15
315,1950-11-12,24.126,6,9,6,18,27,94,48,56,39,27,9,22,22,27,6,15,18,12,15,18,15,56,15,18,32,15,27
316,1950-11-13,24.115,39,27,9,22,22,27,6,15,18,12,15,18,15,56,15,18,32,15,27,18,32,27,18,22,18,22,32
317,1950-11-14,10.063,18,12,15,18,15,56,15,18,32,15,27,18,32,27,18,22,18,22,32,18,9,6,6,9,12,12,9
318,1950-11-15,4.01,32,15,27,18,32,27,18,22,18,22,32,18,9,6,6,9,12,12,9,2,0,4,6,3,0,5,9
319,1950-11-16,6.031,18,22,32,18,9,6,6,9,12,12,9,2,0,4,6,3,0,5,9,7,6,2,3,3,6,9,9
320,1950-11-17,14.084,12,12,9,2,0,4,6,3,0,5,9,7,6,2,3,3,6,9,9,9,9,15,9,12,15,22,18
321,1950-11-18,11.073,0,5,9,7,6,2,3,3,6,9,9,9,9,15,9,12,15,22,18,3,2,2,9,15,9,39,12
322,1950-11-19,6.021,6,9,9,9,9,15,9,12,15,22,18,3,2,2,9,15,9,39,12,12,12,6,5,2,2,2,3
323,1950-11-20,4.021,15,22,18,3,2,2,9,15,9,39,12,12,12,6,5,2,2,2,3,4,4,4,5,5,6,5,3
324,1950-11-21,5.021,9,39,12,12,12,6,5,2,2,2,3,4,4,4,5,5,6,5,3,2,0,2,2,2,2,12,18
325,1950-11-22,22.115,2,2,3,4,4,4,5,5,6,5,3,2,0,2,2,2,2,12,18,7,4,3,5,18,48,27,67
326,1950-11-23,8.042,6,5,3,2,0,2,2,2,2,12,18,7,4,3,5,18,48,27,67,27,4,4,4,4,4,7,12
327,1950-11-24,12.073,2,12,18,7,4,3,5,18,48,27,67,27,4,4,4,4,4,7,12,4,3,4,4,5,27,22,27
328,1950-11-25,49.167,48,27,67,27,4,4,4,4,4,7,12,4,3,4,4,5,27,22,27,94,56,39,56,80,27,15,22
329,1950-11-26,64.177,4,7,12,4,3,4,4,5,27,22,27,94,56,39,56,80,27,15,22,56,67,56,11,56,56,67,39
330,1950-11-27,45.157,27,22,27,94,56,39,56,80,27,15,22,56,67,56,11,56,56,67,39,48,67,48,48,48,32,39,27
331,1950-11-28,40.157,27,15,22,56,67,56,11,56,56,67,39,48,67,48,48,48,32,39,27,32,56,27,32,39,32,67,39
332,1950-11-29,23.115,56,67,39,48,67,48,48,48,32,39,27,32,56,27,32,39,32,67,39,32,27,18,18,22,15,27,22
333,1950-11-30,14.084,32,39,27,32,56,27,32,39,32,67,39,32,27,18,18,22,15,27,22,15,22,15,9,4,15,27,9
334,1950-12-01,6.031,32,67,39,32,27,18,18,22,15,27,22,15,22,15,9,4,15,27,9,4,15,9,5,5,5,5,2
335,1950-12-02,10.063,15,27,22,15,22,15,9,4,15,27,9,4,15,9,5,5,5,5,2,6,18,7,6,7,18,12,9
336,1950-12-03,8.042,15,27,9,4,15,9,5,5,5,5,2,6,18,7,6,7,18,12,9,7,6,6,9,6,5,9,15
337,1950-12-04,5.021,5,5,2,6,18,7,6,7,18,12,9,7,6,6,9,6,5,9,15,0,6,4,3,4,7,9,6
338,1950-12-05,8.042,18,12,9,7,6,6,9,6,5,9,15,0,6,4,3,4,7,9,6,7,2,6,6,9,15,15,6
339,1950-12-06,15.094,5,9,15,0,6,4,3,4,7,9,6,7,2,6,6,9,15,15,6,9,9,32,32,15,12,7,7
340,1950-12-07,11.063,7,9,6,7,2,6,6,9,15,15,6,9,9,32,32,15,12,7,7,22,15,7,5,7,7,15,12
341,1950-12-08,12.073,15,15,6,9,9,32,32,15,12,7,7,22,15,7,5,7,7,15,12,5,5,5,15,15,18,15,15
342,1950-12-09,9.052,12,7,7,22,15,7,5,7,7,15,12,5,5,5,15,15,18,15,15,15,18,15,6,7,5,4,4
343,1950-12-10,9.052,7,15,12,5,5,5,15,15,18,15,15,15,18,15,6,7,5,4,4,7,15,12,7,7,6,12,6
344,1950-12-11,4.01,18,15,15,15,18,15,6,7,5,4,4,7,15,12,7,7,6,12,6,5,7,4,5,3,3,4,2
345,1950-12-12,22.115,5,4,4,7,15,12,7,7,6,12,6,5,7,4,5,3,3,4,2,2,22,32,15,7,18,48,32
346,1950-12-13,39.146,6,12,6,5,7,4,5,3,3,4,2,2,22,32,15,7,18,48,32,56,39,39,22,22,22,56,56
347,1950-12-14,37.146,3,4,2,2,22,32,15,7,18,48,32,56,39,39,22,22,22,56,56,67,48,6,7,5,18,80,67
348,1950-12-15,12.073,18,48,32,56,39,39,22,22,22,56,56,67,48,6,7,5,18,80,67,9,12,12,9,12,9,22,12
349,1950-12-16,11.063,22,56,56,67,48,6,7,5,18,80,67,9,12,12,9,12,9,22,12,12,22,9,18,12,5,5,7
350,1950-12-17,7.042,18,80,67,9,12,12,9,12,9,22,12,12,22,9,18,12,5,5,7,5,6,6,18,4,4,7,6
351,1950-12-18,12.073,9,22,12,12,22,9,18,12,5,5,7,5,6,6,18,4,4,7,6,15,4,4,6,9,15,32,7
352,1950-12-19,12.073,5,5,7,5,6,6,18,4,4,7,6,15,4,4,6,9,15,32,7,18,12,12,7,7,15,22,6
353,1950-12-20,13.073,4,7,6,15,4,4,6,9,15,32,7,18,12,12,7,7,15,22,6,4,5,4,12,4,9,18,48
354,1950-12-21,6.031,15,32,7,18,12,12,7,7,15,22,6,4,5,4,12,4,9,18,48,18,7,5,7,5,2,5,3
355,1950-12-22,29.136,15,22,6,4,5,4,12,4,9,18,48,18,7,5,7,5,2,5,3,3,6,4,12,27,48,94,39
356,1950-12-23,35.146,9,18,48,18,7,5,7,5,2,5,3,3,6,4,12,27,48,94,39,48,39,67,32,27,22,12,32
357,1950-12-24,36.146,2,5,3,3,6,4,12,27,48,94,39,48,39,67,32,27,22,12,32,27,22,32,27,22,94,39,27
358,1950-12-25,32.136,48,94,39,48,39,67,32,27,22,12,32,27,22,32,27,22,94,39,27,39,27,32,32,32,32,32,27
359,1950-12-26,29.136,22,12,32,27,22,32,27,22,94,39,27,39,27,32,32,32,32,32,27,32,27,39,48,22,27,22,15
360,1950-12-27,20.105,94,39,27,39,27,32,32,32,32,32,27,32,27,39,48,22,27,22,15,15,22,32,22,15,12,18,27
361,1950-12-28,12.073,32,32,27,32,27,39,48,22,27,22,15,15,22,32,22,15,12,18,27,15,12,15,15,12,9,9,6
362,1950-12-29,8.042,27,22,15,15,22,32,22,15,12,18,27,15,12,15,15,12,9,9,6,9,9,9,12,3,5,6,7
363,1950-12-30,8.042,12,18,27,15,12,15,15,12,9,9,6,9,9,9,12,3,5,6,7,9,0,4,7,7,9,12,12
364,1950-12-31,4.021,9,9,6,9,9,9,12,3,5,6,7,9,0,4,7,7,9,12,12,4,2,6,5,4,4,4,7
365,1951-01-01,12.073,5,6,7,9,0,4,7,7,9,12,12,4,2,6,5,4,4,4,7,15,12,9,6,12,15,12,12
366,1951-01-02,20.105,9,12,12,4,2,6,5,4,4,4,7,15,12,9,6,12,15,12,12,15,27,22,12,22,15,27,18
367,1951-01-03,16.094,4,4,7,15,12,9,6,12,15,12,12,15,27,22,12,22,15,27,18,18,48,9,7,9,7,12,18
368,1951-01-04,7.031,15,12,12,15,27,22,12,22,15,27,18,18,48,9,7,9,7,12,18,12,9,3,2,2,7,6,12
369,1951-01-05,10.063,15,27,18,18,48,9,7,9,7,12,18,12,9,3,2,2,7,6,12,7,7,5,6,7,7,22,22
370,1951-01-06,5.021,7,12,18,12,9,3,2,2,7,6,12,7,7,5,6,7,7,22,22,7,7,4,4,4,3,9,2
371,1951-01-07,4.021,7,6,12,7,7,5,6,7,7,22,22,7,7,4,4,4,3,9,2,2,6,6,5,4,4,4,5
372,1951-01-08,9.052,7,22,22,7,7,4,4,4,3,9,2,2,6,6,5,4,4,4,5,7,3,15,12,15,9,6,3
373,1951-01-09,6.031,3,9,2,2,6,6,5,4,4,4,5,7,3,15,12,15,9,6,3,5,9,9,9,6,4,2,3
374,1951-01-10,12.073,4,4,5,7,3,15,12,15,9,6,3,5,9,9,9,6,4,2,3,4,4,5,0,4,27,32,18
375,1951-01-11,19.105,9,6,3,5,9,9,9,6,4,2,3,4,4,5,0,4,27,32,18,48,7,22,9,6,9,22,27
376,1951-01-12,18.105,4,2,3,4,4,5,0,4,27,32,18,48,7,22,9,6,9,22,27,32,22,22,22,15,15,9,7
377,1951-01-13,16.094,27,32,18,48,7,22,9,6,9,22,27,32,22,22,22,15,15,9,7,18,27,27,9,6,5,22,15
378,1951-01-14,16.094,9,22,27,32,22,22,22,15,15,9,7,18,27,27,9,6,5,22,15,18,15,15,15,18,15,12,18
379,1951-01-15,20.105,15,9,7,18,27,27,9,6,5,22,15,18,15,15,15,18,15,12,18,32,32,15,9,18,12,18,27
380,1951-01-16,20.105,5,22,15,18,15,15,15,18,15,12,18,32,32,15,9,18,12,18,27,22,6,12,18,27,22,18,39
381,1951-01-17,11.063,15,12,18,32,32,15,9,18,12,18,27,22,6,12,18,27,22,18,39,27,22,15,7,3,5,5,5
382,1951-01-18,6.031,12,18,27,22,6,12,18,27,22,18,39,27,22,15,7,3,5,5,5,4,6,4,4,9,9,4,12
383,1951-01-19,14.084,22,18,39,27,22,15,7,3,5,5,5,4,6,4,4,9,9,4,12,22,12,9,7,18,9,15,22
384,1951-01-20,8.052,5,5,5,4,6,4,4,9,9,4,12,22,12,9,7,18,9,15,22,27,7,4,5,9,9,3,3
385,1951-01-21,20.105,9,4,12,22,12,9,7,18,9,15,22,27,7,4,5,9,9,3,3,4,0,3,15,27,39,22,48
386,1951-01-22,54.167,9,15,22,27,7,4,5,9,9,3,3,4,0,3,15,27,39,22,48,56,48,67,32,48,48,56,80
387,1951-01-23,22.115,9,3,3,4,0,3,15,27,39,22,48,56,48,67,32,48,48,56,80,39,12,22,27,18,22,22,18
388,1951-01-24,11.063,39,22,48,56,48,67,32,48,48,56,80,39,12,22,27,18,22,22,18,6,15,12,12,18,6,9,9
389,1951-01-25,8.042,48,56,80,39,12,22,27,18,22,22,18,6,15,12,12,18,6,9,9,6,9,9,7,12,6,9,6
390,1951-01-26,12.073,22,22,18,6,15,12,12,18,6,9,9,6,9,9,7,12,6,9,6,3,5,6,9,9,22,22,22
391,1951-01-27,19.105,6,9,9,6,9,9,7,12,6,9,6,3,5,6,9,9,22,22,22,18,39,27,12,9,15,15,18
392,1951-01-28,20.105,6,9,6,3,5,6,9,9,22,22,22,18,39,27,12,9,15,15,18,22,22,12,18,18,18,32,22
393,1951-01-29,14.084,22,22,22,18,39,27,12,9,15,15,18,22,22,12,18,18,18,32,22,7,15,15,22,9,12,12,22
394,1951-01-30,15.094,15,15,18,22,22,12,18,18,18,32,22,7,15,15,22,9,12,12,22,15,9,18,12,7,18,15,27
395,1951-01-31,49.167,18,32,22,7,15,15,22,9,12,12,22,15,9,18,12,7,18,15,27,32,67,11,56,27,32,32,32
396,1951-02-01,24.126,12,12,22,15,9,18,12,7,18,15,27,32,67,11,56,27,32,32,32,48,39,27,15,9,5,22,27
397,1951-02-02,6.031,18,15,27,32,67,11,56,27,32,32,32,48,39,27,15,9,5,22,27,12,9,4,2,3,4,4,9
398,1951-02-03,5.021,32,32,32,48,39,27,15,9,5,22,27,12,9,4,2,3,4,4,9,6,4,3,2,2,5,9,6
399,1951-02-04,11.063,5,22,27,12,9,4,2,3,4,4,9,6,4,3,2,2,5,9,6,2,0,7,27,15,15,12,7
400,1951-02-05,18.105,4,4,9,6,4,3,2,2,5,9,6,2,0,7,27,15,15,12,7,3,15,15,15,27,18,32,22
